dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2018;continentExp
04/05/2020;4;5;2020;53;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
05/05/2020;5;5;2020;57;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
06/05/2020;6;5;2020;57;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
07/05/2020;7;5;2020;59;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
08/05/2020;8;5;2020;60;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
09/05/2020;9;5;2020;61;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
10/05/2020;10;5;2020;61;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
11/05/2020;11;5;2020;63;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
12/05/2020;12;5;2020;63;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
13/05/2020;13;5;2020;66;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
14/05/2020;14;5;2020;67;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
15/05/2020;15;5;2020;67;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
16/05/2020;16;5;2020;68;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
17/05/2020;17;5;2020;71;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
18/05/2020;18;5;2020;76;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
19/05/2020;19;5;2020;78;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
20/05/2020;20;5;2020;93;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
21/05/2020;21;5;2020;95;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
22/05/2020;22;5;2020;98;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
23/05/2020;23;5;2020;97;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
24/05/2020;24;5;2020;101;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
25/05/2020;25;5;2020;102;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
26/05/2020;26;5;2020;103;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
27/05/2020;27;5;2020;106;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
28/05/2020;28;5;2020;111;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
29/05/2020;29;5;2020;112;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
30/05/2020;30;5;2020;113;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
31/05/2020;31;5;2020;121;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
01/06/2020;1;6;2020;131;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
02/06/2020;2;6;2020;132;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
03/06/2020;3;6;2020;137;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
04/06/2020;4;6;2020;144;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
05/06/2020;5;6;2020;169;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
06/06/2020;6;6;2020;181;0;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
07/06/2020;7;6;2020;189;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
08/06/2020;8;6;2020;183;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
09/06/2020;9;6;2020;184;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
10/06/2020;10;6;2020;207;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
11/06/2020;11;6;2020;228;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
12/06/2020;12;6;2020;243;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
13/06/2020;13;6;2020;271;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
14/06/2020;14;6;2020;297;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
15/06/2020;15;6;2020;322;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
16/06/2020;16;6;2020;343;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
17/06/2020;17;6;2020;391;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
18/06/2020;18;6;2020;461;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
19/06/2020;19;6;2020;505;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
20/06/2020;20;6;2020;544;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
21/06/2020;21;6;2020;573;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
22/06/2020;22;6;2020;596;1;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
23/06/2020;23;6;2020;662;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
24/06/2020;24;6;2020;713;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
25/06/2020;25;6;2020;783;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
26/06/2020;26;6;2020;855;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
27/06/2020;27;6;2020;925;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
28/06/2020;28;6;2020;1016;2;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
29/06/2020;29;6;2020;1089;3;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
30/06/2020;30;6;2020;1190;7;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga;Mpumalanga
16/04/2020;16;4;2020;24;0;North_West;North West;North West;North West;North West
17/04/2020;17;4;2020;24;0;North_West;North West;North West;North West;North West
18/04/2020;18;4;2020;24;0;North_West;North West;North West;North West;North West
19/04/2020;19;4;2020;24;0;North_West;North West;North West;North West;North West
20/04/2020;20;4;2020;25;0;North_West;North West;North West;North West;North West
21/04/2020;21;4;2020;24;0;North_West;North West;North West;North West;North West
22/04/2020;22;4;2020;24;0;North_West;North West;North West;North West;North West
23/04/2020;23;4;2020;25;0;North_West;North West;North West;North West;North West
24/04/2020;24;4;2020;25;0;North_West;North West;North West;North West;North West
25/04/2020;25;4;2020;28;0;North_West;North West;North West;North West;North West
26/04/2020;26;4;2020;28;0;North_West;North West;North West;North West;North West
27/04/2020;27;4;2020;28;0;North_West;North West;North West;North West;North West
28/04/2020;28;4;2020;29;0;North_West;North West;North West;North West;North West
29/04/2020;29;4;2020;29;0;North_West;North West;North West;North West;North West
30/04/2020;30;4;2020;31;0;North_West;North West;North West;North West;North West
01/05/2020;1;5;2020;35;0;North_West;North West;North West;North West;North West
02/05/2020;2;5;2020;35;0;North_West;North West;North West;North West;North West
03/05/2020;3;5;2020;36;0;North_West;North West;North West;North West;North West
04/05/2020;4;5;2020;35;0;North_West;North West;North West;North West;North West
05/05/2020;5;5;2020;35;0;North_West;North West;North West;North West;North West
06/05/2020;6;5;2020;37;0;North_West;North West;North West;North West;North West
07/05/2020;7;5;2020;40;0;North_West;North West;North West;North West;North West
08/05/2020;8;5;2020;42;0;North_West;North West;North West;North West;North West
09/05/2020;9;5;2020;41;0;North_West;North West;North West;North West;North West
10/05/2020;10;5;2020;45;0;North_West;North West;North West;North West;North West
11/05/2020;11;5;2020;50;1;North_West;North West;North West;North West;North West
12/05/2020;12;5;2020;51;1;North_West;North West;North West;North West;North West
13/05/2020;13;5;2020;52;1;North_West;North West;North West;North West;North West
14/05/2020;14;5;2020;58;1;North_West;North West;North West;North West;North West
15/05/2020;15;5;2020;63;1;North_West;North West;North West;North West;North West
16/05/2020;16;5;2020;64;1;North_West;North West;North West;North West;North West
17/05/2020;17;5;2020;70;1;North_West;North West;North West;North West;North West
18/05/2020;18;5;2020;72;1;North_West;North West;North West;North West;North West
19/05/2020;19;5;2020;72;1;North_West;North West;North West;North West;North West
20/05/2020;20;5;2020;72;1;North_West;North West;North West;North West;North West
21/05/2020;21;5;2020;77;1;North_West;North West;North West;North West;North West
22/05/2020;22;5;2020;80;1;North_West;North West;North West;North West;North West
23/05/2020;23;5;2020;81;1;North_West;North West;North West;North West;North West
24/05/2020;24;5;2020;94;1;North_West;North West;North West;North West;North West
25/05/2020;25;5;2020;109;1;North_West;North West;North West;North West;North West
26/05/2020;26;5;2020;115;1;North_West;North West;North West;North West;North West
27/05/2020;27;5;2020;128;1;North_West;North West;North West;North West;North West
28/05/2020;28;5;2020;134;1;North_West;North West;North West;North West;North West
29/05/2020;29;5;2020;143;1;North_West;North West;North West;North West;North West
30/05/2020;30;5;2020;162;1;North_West;North West;North West;North West;North West
31/05/2020;31;5;2020;175;1;North_West;North West;North West;North West;North West
01/06/2020;1;6;2020;187;1;North_West;North West;North West;North West;North West
02/06/2020;2;6;2020;271;1;North_West;North West;North West;North West;North West
03/06/2020;3;6;2020;314;1;North_West;North West;North West;North West;North West
04/06/2020;4;6;2020;364;1;North_West;North West;North West;North West;North West
05/06/2020;5;6;2020;409;1;North_West;North West;North West;North West;North West
06/06/2020;6;6;2020;468;1;North_West;North West;North West;North West;North West
07/06/2020;7;6;2020;523;1;North_West;North West;North West;North West;North West
08/06/2020;8;6;2020;580;1;North_West;North West;North West;North West;North West
09/06/2020;9;6;2020;604;1;North_West;North West;North West;North West;North West
10/06/2020;10;6;2020;657;1;North_West;North West;North West;North West;North West
11/06/2020;11;6;2020;757;5;North_West;North West;North West;North West;North West
12/06/2020;12;6;2020;865;5;North_West;North West;North West;North West;North West
13/06/2020;13;6;2020;977;5;North_West;North West;North West;North West;North West
14/06/2020;14;6;2020;1097;5;North_West;North West;North West;North West;North West
15/06/2020;15;6;2020;1177;5;North_West;North West;North West;North West;North West
16/06/2020;16;6;2020;1281;5;North_West;North West;North West;North West;North West
17/06/2020;17;6;2020;1402;5;North_West;North West;North West;North West;North West
18/06/2020;18;6;2020;1606;5;North_West;North West;North West;North West;North West
19/06/2020;19;6;2020;1758;5;North_West;North West;North West;North West;North West
20/06/2020;20;6;2020;1957;5;North_West;North West;North West;North West;North West
21/06/2020;21;6;2020;2148;5;North_West;North West;North West;North West;North West
22/06/2020;22;6;2020;2315;5;North_West;North West;North West;North West;North West
23/06/2020;23;6;2020;2454;5;North_West;North West;North West;North West;North West
24/06/2020;24;6;2020;2618;5;North_West;North West;North West;North West;North West
25/06/2020;25;6;2020;2965;5;North_West;North West;North West;North West;North West
26/06/2020;26;6;2020;3218;5;North_West;North West;North West;North West;North West
27/06/2020;27;6;2020;3454;5;North_West;North West;North West;North West;North West
28/06/2020;28;6;2020;3647;5;North_West;North West;North West;North West;North West
29/06/2020;29;6;2020;3931;7;North_West;North West;North West;North West;North West
30/06/2020;30;6;2020;4187;7;North_West;North West;North West;North West;North West
16/04/2020;16;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
17/04/2020;17;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
18/04/2020;18;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
19/04/2020;19;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
20/04/2020;20;4;2020;18;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
21/04/2020;21;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
22/04/2020;22;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
23/04/2020;23;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
24/04/2020;24;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
25/04/2020;25;4;2020;16;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
26/04/2020;26;4;2020;17;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
27/04/2020;27;4;2020;17;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
28/04/2020;28;4;2020;17;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
29/04/2020;29;4;2020;17;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
30/04/2020;30;4;2020;17;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
01/05/2020;1;5;2020;18;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
02/05/2020;2;5;2020;23;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
03/05/2020;3;5;2020;24;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
04/05/2020;4;5;2020;25;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
05/05/2020;5;5;2020;26;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
06/05/2020;6;5;2020;26;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
07/05/2020;7;5;2020;27;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
08/05/2020;8;5;2020;27;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
09/05/2020;9;5;2020;28;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
10/05/2020;10;5;2020;29;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
11/05/2020;11;5;2020;30;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
12/05/2020;12;5;2020;30;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
13/05/2020;13;5;2020;30;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
14/05/2020;14;5;2020;31;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
15/05/2020;15;5;2020;34;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
16/05/2020;16;5;2020;35;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
17/05/2020;17;5;2020;37;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
18/05/2020;18;5;2020;37;0;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
19/05/2020;19;5;2020;37;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
20/05/2020;20;5;2020;38;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
21/05/2020;21;5;2020;37;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
22/05/2020;22;5;2020;39;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
23/05/2020;23;5;2020;40;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
24/05/2020;24;5;2020;40;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
25/05/2020;25;5;2020;45;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
26/05/2020;26;5;2020;45;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
27/05/2020;27;5;2020;48;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
28/05/2020;28;5;2020;51;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
29/05/2020;29;5;2020;52;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
30/05/2020;30;5;2020;57;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
31/05/2020;31;5;2020;69;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
01/06/2020;1;6;2020;82;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
02/06/2020;2;6;2020;91;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
03/06/2020;3;6;2020;93;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
04/06/2020;4;6;2020;95;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
05/06/2020;5;6;2020;102;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
06/06/2020;6;6;2020;105;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
07/06/2020;7;6;2020;114;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
08/06/2020;8;6;2020;118;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
09/06/2020;9;6;2020;122;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
10/06/2020;10;6;2020;125;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
11/06/2020;11;6;2020;132;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
12/06/2020;12;6;2020;138;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
13/06/2020;13;6;2020;144;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
14/06/2020;14;6;2020;156;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
15/06/2020;15;6;2020;205;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
16/06/2020;16;6;2020;211;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
17/06/2020;17;6;2020;211;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
18/06/2020;18;6;2020;214;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
19/06/2020;19;6;2020;218;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
20/06/2020;20;6;2020;232;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
21/06/2020;21;6;2020;237;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
22/06/2020;22;6;2020;254;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
23/06/2020;23;6;2020;270;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
24/06/2020;24;6;2020;299;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
25/06/2020;25;6;2020;318;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
26/06/2020;26;6;2020;337;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
27/06/2020;27;6;2020;355;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
28/06/2020;28;6;2020;385;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
29/06/2020;29;6;2020;404;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
30/06/2020;30;6;2020;465;1;Northern_Cape;Northern Cape;Northern Cape;Northern Cape;Northern Cape
16/04/2020;16;4;2020;675;13;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
17/04/2020;17;4;2020;717;15;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
18/04/2020;18;4;2020;836;16;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
19/04/2020;19;4;2020;868;17;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
20/04/2020;20;4;2020;940;17;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
21/04/2020;21;4;2020;1010;17;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
22/04/2020;22;4;2020;1079;22;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
23/04/2020;23;4;2020;1279;28;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
24/04/2020;24;4;2020;1413;30;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
25/04/2020;25;4;2020;1514;32;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
26/04/2020;26;4;2020;1608;33;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
27/04/2020;27;4;2020;1737;35;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
