dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2018;continentExp
28/04/2020;28;4;2020;1870;38;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
29/04/2020;29;4;2020;2135;42;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
30/04/2020;30;4;2020;2342;42;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
01/05/2020;1;5;2020;2507;55;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
02/05/2020;2;5;2020;2700;56;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
03/05/2020;3;5;2020;3044;58;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
04/05/2020;4;5;2020;3362;64;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
05/05/2020;5;5;2020;3609;71;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
06/05/2020;6;5;2020;3760;73;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
07/05/2020;7;5;2020;3994;79;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
08/05/2020;8;5;2020;4497;88;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
09/05/2020;9;5;2020;4809;95;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
10/05/2020;10;5;2020;5168;98;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
11/05/2020;11;5;2020;5621;106;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
12/05/2020;12;5;2020;6105;106;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
13/05/2020;13;5;2020;6713;117;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
14/05/2020;14;5;2020;7235;129;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
15/05/2020;15;5;2020;7798;137;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
16/05/2020;16;5;2020;8404;149;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
17/05/2020;17;5;2020;9294;149;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
18/05/2020;18;5;2020;10035;166;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
19/05/2020;19;5;2020;10639;187;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
20/05/2020;20;5;2020;11262;210;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
21/05/2020;21;5;2020;12153;235;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
22/05/2020;22;5;2020;12888;257;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
23/05/2020;23;5;2020;13826;261;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
24/05/2020;24;5;2020;14740;281;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
25/05/2020;25;5;2020;15396;330;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
26/05/2020;26;5;2020;15829;363;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
27/05/2020;27;5;2020;16893;391;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
28/05/2020;28;5;2020;17754;406;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
29/05/2020;29;5;2020;18906;437;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
30/05/2020;30;5;2020;20160;465;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
31/05/2020;31;5;2020;21382;503;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
01/06/2020;1;6;2020;22567;525;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
02/06/2020;2;6;2020;23583;568;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
03/06/2020;3;6;2020;24657;597;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
04/06/2020;4;6;2020;27006;651;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
05/06/2020;5;6;2020;28807;704;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
06/06/2020;6;6;2020;30379;729;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
07/06/2020;7;6;2020;31824;774;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
08/06/2020;8;6;2020;33568;829;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
09/06/2020;9;6;2020;34819;890;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
10/06/2020;10;6;2020;36021;927;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
11/06/2020;11;6;2020;37422;966;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
12/06/2020;12;6;2020;38926;1005;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
13/06/2020;13;6;2020;40605;1041;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
14/06/2020;14;6;2020;42539;1083;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
15/06/2020;15;6;2020;44143;1156;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
16/06/2020;16;6;2020;45357;1200;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
17/06/2020;17;6;2020;46555;1243;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
18/06/2020;18;6;2020;47522;1300;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
19/06/2020;19;6;2020;48706;1360;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
20/06/2020;20;6;2020;50173;1392;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
21/06/2020;21;6;2020;51441;1419;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
22/06/2020;22;6;2020;52554;1458;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
23/06/2020;23;6;2020;53512;1536;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
24/06/2020;24;6;2020;55162;1599;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
25/06/2020;25;6;2020;56780;1652;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
26/06/2020;26;6;2020;57941;1692;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
27/06/2020;27;6;2020;59315;1732;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
28/06/2020;28;6;2020;60445;1764;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
29/06/2020;29;6;2020;61375;1807;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
30/06/2020;30;6;2020;62481;1859;Western_Cape;Western Cape;Western Cape;Western Cape;Western Cape
16/04/2020;16;4;2020;220;4;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
17/04/2020;17;4;2020;246;4;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
18/04/2020;18;4;2020;270;4;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
19/04/2020;19;4;2020;293;4;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
20/04/2020;20;4;2020;310;5;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
21/04/2020;21;4;2020;345;5;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
22/04/2020;22;4;2020;377;5;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
23/04/2020;23;4;2020;417;6;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
24/04/2020;24;4;2020;480;6;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
25/04/2020;25;4;2020;488;10;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
26/04/2020;26;4;2020;535;10;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
27/04/2020;27;4;2020;588;10;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
28/04/2020;28;4;2020;616;10;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
29/04/2020;29;4;2020;630;11;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
30/04/2020;30;4;2020;647;11;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
01/05/2020;1;5;2020;691;11;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
02/05/2020;2;5;2020;732;13;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
03/05/2020;3;5;2020;774;17;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
04/05/2020;4;5;2020;814;17;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
05/05/2020;5;5;2020;838;18;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
06/05/2020;6;5;2020;849;18;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
07/05/2020;7;5;2020;929;18;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
08/05/2020;8;5;2020;989;21;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
09/05/2020;9;5;2020;1078;21;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
10/05/2020;10;5;2020;1218;22;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
11/05/2020;11;5;2020;1356;24;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
12/05/2020;12;5;2020;1504;24;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
13/05/2020;13;5;2020;1534;24;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
14/05/2020;14;5;2020;1569;31;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
15/05/2020;15;5;2020;1662;31;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
16/05/2020;16;5;2020;1812;32;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
17/05/2020;17;5;2020;1936;35;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
18/05/2020;18;5;2020;2052;39;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
19/05/2020;19;5;2020;2135;41;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
20/05/2020;20;5;2020;2215;45;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
21/05/2020;21;5;2020;2324;50;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
22/05/2020;22;5;2020;2459;53;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
23/05/2020;23;5;2020;2569;58;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
24/05/2020;24;5;2020;2690;59;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
25/05/2020;25;5;2020;2748;61;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
26/05/2020;26;5;2020;2864;70;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
27/05/2020;27;5;2020;3047;70;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
28/05/2020;28;5;2020;3306;77;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
29/05/2020;29;5;2020;3583;80;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
30/05/2020;30;5;2020;3759;82;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
31/05/2020;31;5;2020;3927;82;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
01/06/2020;1;6;2020;4111;82;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
02/06/2020;2;6;2020;4324;88;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
03/06/2020;3;6;2020;4526;95;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
04/06/2020;4;6;2020;4936;95;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
05/06/2020;5;6;2020;5240;95;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
06/06/2020;6;6;2020;5629;101;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
07/06/2020;7;6;2020;5974;101;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
08/06/2020;8;6;2020;6341;127;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
09/06/2020;9;6;2020;6760;138;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
10/06/2020;10;6;2020;7154;147;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
11/06/2020;11;6;2020;7868;178;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
12/06/2020;12;6;2020;8615;208;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
13/06/2020;13;6;2020;9250;217;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
14/06/2020;14;6;2020;10027;227;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
15/06/2020;15;6;2020;10597;236;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
16/06/2020;16;6;2020;11039;245;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
17/06/2020;17;6;2020;11919;251;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
18/06/2020;18;6;2020;12639;257;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
19/06/2020;19;6;2020;13506;257;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
20/06/2020;20;6;2020;14721;268;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
21/06/2020;21;6;2020;15751;285;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
22/06/2020;22;6;2020;16895;303;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
23/06/2020;23;6;2020;18108;331;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
24/06/2020;24;6;2020;19214;346;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
25/06/2020;25;6;2020;20487;363;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
26/06/2020;26;6;2020;21938;371;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
27/06/2020;27;6;2020;23658;384;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
28/06/2020;28;6;2020;25099;387;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
29/06/2020;29;6;2020;26195;397;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
30/06/2020;30;6;2020;27686;422;Eastern_Cape;Eastern Cape;Eastern Cape;Eastern Cape;Eastern Cape
16/04/2020;16;4;2020;98;4;Free_State;Free State;Free State;Free State;Free State
17/04/2020;17;4;2020;100;4;Free_State;Free State;Free State;Free State;Free State
18/04/2020;18;4;2020;100;4;Free_State;Free State;Free State;Free State;Free State
19/04/2020;19;4;2020;100;4;Free_State;Free State;Free State;Free State;Free State
20/04/2020;20;4;2020;105;5;Free_State;Free State;Free State;Free State;Free State
21/04/2020;21;4;2020;106;5;Free_State;Free State;Free State;Free State;Free State
22/04/2020;22;4;2020;106;5;Free_State;Free State;Free State;Free State;Free State
23/04/2020;23;4;2020;106;5;Free_State;Free State;Free State;Free State;Free State
24/04/2020;24;4;2020;111;5;Free_State;Free State;Free State;Free State;Free State
25/04/2020;25;4;2020;111;5;Free_State;Free State;Free State;Free State;Free State
26/04/2020;26;4;2020;110;5;Free_State;Free State;Free State;Free State;Free State
27/04/2020;27;4;2020;111;5;Free_State;Free State;Free State;Free State;Free State
28/04/2020;28;4;2020;113;5;Free_State;Free State;Free State;Free State;Free State
29/04/2020;29;4;2020;113;5;Free_State;Free State;Free State;Free State;Free State
30/04/2020;30;4;2020;116;5;Free_State;Free State;Free State;Free State;Free State
01/05/2020;1;5;2020;118;5;Free_State;Free State;Free State;Free State;Free State
02/05/2020;2;5;2020;121;6;Free_State;Free State;Free State;Free State;Free State
03/05/2020;3;5;2020;122;6;Free_State;Free State;Free State;Free State;Free State
04/05/2020;4;5;2020;125;6;Free_State;Free State;Free State;Free State;Free State
05/05/2020;5;5;2020;128;6;Free_State;Free State;Free State;Free State;Free State
06/05/2020;6;5;2020;130;6;Free_State;Free State;Free State;Free State;Free State
07/05/2020;7;5;2020;134;6;Free_State;Free State;Free State;Free State;Free State
08/05/2020;8;5;2020;133;6;Free_State;Free State;Free State;Free State;Free State
09/05/2020;9;5;2020;134;6;Free_State;Free State;Free State;Free State;Free State
10/05/2020;10;5;2020;135;6;Free_State;Free State;Free State;Free State;Free State
11/05/2020;11;5;2020;135;6;Free_State;Free State;Free State;Free State;Free State
12/05/2020;12;5;2020;135;6;Free_State;Free State;Free State;Free State;Free State
13/05/2020;13;5;2020;138;6;Free_State;Free State;Free State;Free State;Free State
14/05/2020;14;5;2020;145;6;Free_State;Free State;Free State;Free State;Free State
15/05/2020;15;5;2020;151;6;Free_State;Free State;Free State;Free State;Free State
16/05/2020;16;5;2020;153;6;Free_State;Free State;Free State;Free State;Free State
17/05/2020;17;5;2020;158;6;Free_State;Free State;Free State;Free State;Free State
18/05/2020;18;5;2020;163;6;Free_State;Free State;Free State;Free State;Free State
19/05/2020;19;5;2020;168;6;Free_State;Free State;Free State;Free State;Free State
20/05/2020;20;5;2020;180;6;Free_State;Free State;Free State;Free State;Free State
21/05/2020;21;5;2020;184;6;Free_State;Free State;Free State;Free State;Free State
22/05/2020;22;5;2020;185;6;Free_State;Free State;Free State;Free State;Free State
23/05/2020;23;5;2020;196;6;Free_State;Free State;Free State;Free State;Free State
24/05/2020;24;5;2020;202;6;Free_State;Free State;Free State;Free State;Free State
25/05/2020;25;5;2020;208;6;Free_State;Free State;Free State;Free State;Free State
26/05/2020;26;5;2020;206;6;Free_State;Free State;Free State;Free State;Free State
27/05/2020;27;5;2020;221;6;Free_State;Free State;Free State;Free State;Free State
28/05/2020;28;5;2020;225;8;Free_State;Free State;Free State;Free State;Free State
29/05/2020;29;5;2020;231;8;Free_State;Free State;Free State;Free State;Free State
30/05/2020;30;5;2020;261;8;Free_State;Free State;Free State;Free State;Free State
31/05/2020;31;5;2020;278;8;Free_State;Free State;Free State;Free State;Free State
01/06/2020;1;6;2020;285;8;Free_State;Free State;Free State;Free State;Free State
02/06/2020;2;6;2020;299;8;Free_State;Free State;Free State;Free State;Free State
03/06/2020;3;6;2020;319;8;Free_State;Free State;Free State;Free State;Free State
04/06/2020;4;6;2020;322;9;Free_State;Free State;Free State;Free State;Free State
05/06/2020;5;6;2020;336;9;Free_State;Free State;Free State;Free State;Free State
06/06/2020;6;6;2020;348;9;Free_State;Free State;Free State;Free State;Free State
07/06/2020;7;6;2020;361;9;Free_State;Free State;Free State;Free State;Free State
08/06/2020;8;6;2020;373;9;Free_State;Free State;Free State;Free State;Free State
09/06/2020;9;6;2020;391;9;Free_State;Free State;Free State;Free State;Free State
10/06/2020;10;6;2020;401;9;Free_State;Free State;Free State;Free State;Free State
11/06/2020;11;6;2020;406;9;Free_State;Free State;Free State;Free State;Free State
12/06/2020;12;6;2020;435;9;Free_State;Free State;Free State;Free State;Free State
13/06/2020;13;6;2020;457;9;Free_State;Free State;Free State;Free State;Free State
14/06/2020;14;6;2020;495;9;Free_State;Free State;Free State;Free State;Free State
15/06/2020;15;6;2020;512;9;Free_State;Free State;Free State;Free State;Free State
16/06/2020;16;6;2020;578;9;Free_State;Free State;Free State;Free State;Free State
17/06/2020;17;6;2020;608;9;Free_State;Free State;Free State;Free State;Free State
18/06/2020;18;6;2020;649;9;Free_State;Free State;Free State;Free State;Free State
19/06/2020;19;6;2020;658;9;Free_State;Free State;Free State;Free State;Free State
20/06/2020;20;6;2020;700;9;Free_State;Free State;Free State;Free State;Free State
21/06/2020;21;6;2020;733;9;Free_State;Free State;Free State;Free State;Free State
22/06/2020;22;6;2020;772;9;Free_State;Free State;Free State;Free State;Free State
23/06/2020;23;6;2020;814;9;Free_State;Free State;Free State;Free State;Free State
24/06/2020;24;6;2020;889;9;Free_State;Free State;Free State;Free State;Free State
25/06/2020;25;6;2020;976;9;Free_State;Free State;Free State;Free State;Free State
26/06/2020;26;6;2020;1069;9;Free_State;Free State;Free State;Free State;Free State
27/06/2020;27;6;2020;1160;9;Free_State;Free State;Free State;Free State;Free State
28/06/2020;28;6;2020;1279;9;Free_State;Free State;Free State;Free State;Free State
29/06/2020;29;6;2020;1377;9;Free_State;Free State;Free State;Free State;Free State
30/06/2020;30;6;2020;1514;9;Free_State;Free State;Free State;Free State;Free State
